year,holc_grade,N_samples
2009,C,19
2011,C,12
2012,C,48
2014,C,2
2017,C,32
2018,C,1
2019,C,4
2020,C,15
2021,C,11
2022,C,1
2014,C,8
2016,C,1
2017,C,1
2018,C,45
2019,C,5
2020,C,12
2021,C,12
2013,C,24
2020,C,1
2021,C,1
1984,C,1
1996,C,1
2003,C,1
2010,C,8
2012,C,1
2013,C,25
2014,C,35
2015,C,14
2016,C,5
2017,C,24
2018,C,99
2019,C,61
2020,C,175
2021,C,136
2022,C,10
2009,C,80
2010,C,406
2011,C,991
2012,C,226
2013,C,192
2014,C,619
2015,C,1056
2016,C,925
2017,C,583
2018,C,204
2019,C,152
2020,C,34
2021,C,54
2022,C,3
1998,C,4
2001,C,13
2003,C,28
2006,C,1
2007,C,10
2008,C,54
2010,C,17
2011,C,2
2012,C,1
2013,C,6
2014,C,93
2015,C,24
2016,C,2
2017,C,15
2018,C,13
2019,C,39
2020,C,68
2021,C,89
2022,C,2
2013,C,19
2014,C,43
2015,C,4
2017,C,3
2018,C,3
2019,C,3
2020,C,24
2021,C,23
2005,C,19
2006,C,5
2008,C,9
2014,C,25
2015,C,7
2017,C,4
2018,C,2
2020,C,25
2021,C,23
2022,C,3
2001,C,11
2002,C,62
2007,C,21
2009,C,7
2014,C,6
2016,C,8
2020,C,5
2021,C,3
2016,C,2
2021,C,5
2013,C,34
2014,C,136
2015,C,24
2016,C,13
2017,C,7
2018,C,33
2019,C,20
2020,C,33
2021,C,10
2022,C,5
2015,C,30
2016,C,26
2017,C,7
2018,C,1
2020,C,2
2021,C,1
2008,C,48
2013,C,10
2014,C,56
2015,C,13
2017,C,6
2018,C,9
2019,C,4
2020,C,7
2021,C,4
2014,C,3
2015,C,1
2020,C,1
1998,C,16
1999,C,7
2003,C,86
2007,C,8
2008,C,37
2009,C,22
2013,C,1
2014,C,97
2015,C,21
2016,C,9
2017,C,11
2018,C,90
2019,C,73
2020,C,168
2021,C,152
1980,C,3
2014,C,44
2015,C,24
2016,C,91
2017,C,113
2018,C,155
2019,C,146
2020,C,57
2021,C,405
2022,C,1
1974,C,3
1981,C,1
2005,C,1
2008,C,1365
2009,C,4165
2010,C,5780
2011,C,12834
2012,C,6815
2013,C,11886
2014,C,28356
2015,C,13794
2016,C,6147
2017,C,3908
2018,C,2445
2019,C,2115
2020,C,2150
2021,C,1197
2022,C,4
1998,C,54
2005,C,5
2006,C,114
2007,C,75
2008,C,42
2009,C,33
2010,C,2
2011,C,5
2012,C,120
2013,C,26
2014,C,191
2015,C,18
2017,C,11
2018,C,2
2019,C,3
2020,C,97
2021,C,91
2017,C,4
2019,C,16
2020,C,407
2021,C,256
2022,C,1
2020,C,1
1980,C,12
2008,C,23
2009,C,1
2010,C,15
2011,C,36
2012,C,99
2013,C,33
2014,C,39
2015,C,8
2016,C,5
2017,C,5
2018,C,29
2019,C,8
2020,C,127
2021,C,320
2022,C,7
1979,C,10
1980,C,5
1981,C,23
1982,C,14
1998,C,4
2001,C,12
2002,C,24
2003,C,21
2004,C,20
2005,C,24
2006,C,44
2007,C,42
2009,C,53
2010,C,16
2011,C,1
2012,C,6
2014,C,29
2015,C,3
2016,C,2
2017,C,4
2018,C,8
2019,C,6
2020,C,27
2021,C,81
2022,C,9
1978,C,28
1979,C,81
1980,C,34
1981,C,4
1997,C,6
2006,C,17
2011,C,3
2012,C,2
2013,C,4
2014,C,6
2015,C,6
2016,C,10
2017,C,11
2018,C,75
2019,C,360
2020,C,287
2021,C,283
2022,C,1
1985,C,4
2002,C,5
2006,C,6
2008,C,11
2014,C,8
2015,C,1
2017,C,13
2018,C,21
2019,C,1
2020,C,30
2021,C,5
2014,C,2
2017,C,27
2020,C,3
1999,D,7
2000,D,25
2001,D,12
2003,D,12
2005,D,17
2007,D,1
2008,D,9
2014,D,13
2015,D,13
2017,D,6
2018,D,2
2019,D,1
2020,D,13
2021,D,11
2011,D,18
2012,D,1
2013,D,1
2014,D,6
2015,D,10
2016,D,1
2017,D,8
2018,D,9
2019,D,6
2020,D,3
2014,D,5
2015,D,10
2016,D,5
2017,D,9
2018,D,16
2019,D,10
2020,D,103
2021,D,63
2022,D,7
1965,D,40
1979,D,113
1980,D,63
1981,D,31
1982,D,74
1983,D,11
1984,D,7
1985,D,4
1986,D,116
1987,D,126
1988,D,103
1989,D,102
1990,D,108
1991,D,104
1992,D,108
1993,D,109
1994,D,112
1995,D,29
1996,D,152
1997,D,15
1998,D,6
1999,D,32
2000,D,62
2001,D,28
2002,D,29
2003,D,24
2006,D,86
2007,D,107
2008,D,19
2009,D,21
2010,D,44
2011,D,26
2013,D,110
2014,D,26
2015,D,28
2016,D,183
2017,D,111
2018,D,65
2019,D,130
2020,D,51
2021,D,114
2022,D,7
1982,D,3
2015,D,2
2016,D,3
2017,D,2
2018,D,2
2019,D,2
2020,D,3
2021,D,17
1999,D,44
2000,D,1
2007,D,10
2009,D,8
2010,D,5
2011,D,2
2012,D,9
2013,D,4
2014,D,38
2015,D,47
2016,D,39
2017,D,17
2018,D,31
2019,D,29
2020,D,175
2021,D,91
2022,D,3
1980,D,41
1981,D,45
2008,D,1
2010,D,49
2011,D,87
2012,D,44
2013,D,89
2014,D,1484
2015,D,1003
2016,D,1564
2017,D,1610
2018,D,992
2019,D,1688
2020,D,5622
2021,D,7303
2022,D,23
2007,D,15
2008,D,28
2010,D,2
2014,D,113
2015,D,1
2016,D,19
2017,D,75
2018,D,20
2019,D,8
2020,D,199
2021,D,199
2022,D,12
1978,D,4
1979,D,47
1980,D,20
1981,D,4
2012,D,1
2013,D,96
2014,D,591
2015,D,600
2016,D,573
2017,D,428
2018,D,1283
2019,D,1484
2020,D,1595
2021,D,1658
2022,D,3
2008,D,48
2009,D,1
2010,D,3
2013,D,14
2014,D,50
2015,D,12
2016,D,27
2017,D,31
2020,D,100
2021,D,206
2022,D,5
2013,D,1
2014,D,70
2015,D,3
2016,D,5
2019,D,1
2020,D,33
2021,D,2
2013,D,15
2014,D,71
2015,D,140
2016,D,108
2017,D,170
2018,D,191
2019,D,93
2020,D,96
2021,D,49
2013,D,1
2014,D,101
2019,D,1
2020,D,4
2021,D,3
1999,D,1
2014,D,7
2016,D,1
2018,D,2
2019,D,6
2020,D,6
2021,D,4
2022,D,1
2019,D,1
2020,D,1
1978,D,10
1979,D,9
2005,D,11
2006,D,64
2007,D,11
2008,D,35
2009,D,23
2010,D,79
2011,D,56
2012,D,53
2013,D,52
2014,D,111
2015,D,38
2016,D,211
2017,D,84
2018,D,51
2019,D,56
2020,D,27
2021,D,85
2022,D,2
2008,D,4
2014,D,35
2015,D,8
2017,D,6
2020,D,13
2021,D,4
2014,D,5
2017,D,11
2018,D,16
2019,D,10
2020,D,27
2021,D,3
2020,D,1
1980,D,15
2007,D,1
2013,D,13
2014,D,22
2015,D,8
2016,D,48
2017,D,5
2018,D,3
2019,D,4
2020,D,10
2021,D,35
2022,D,3
2006,D,10
2008,D,11
2011,D,1
2012,D,4
2014,D,30
2015,D,64
2016,D,94
2017,D,109
2018,D,44
2019,D,26
2020,D,40
2021,D,48
2022,D,3
2004,D,8
2005,D,15
2006,D,5
2014,D,1
2015,D,4
2017,D,21
2018,D,6
2019,D,9
2020,D,199
2021,D,123
2022,D,2
2014,D,4
2015,D,1
2016,D,6
2021,D,1
2005,D,169
2006,D,1041
2007,D,693
2008,D,665
2009,D,746
2010,D,655
2011,D,743
2012,D,913
2013,D,1038
2014,D,1246
2015,D,1007
2016,D,213
2017,D,23
2018,D,15
2019,D,22
2020,D,119
2021,D,63
1980,D,4
1981,D,5
1982,D,1
2000,D,28
2005,D,145
2006,D,289
2007,D,138
2008,D,102
2009,D,103
2010,D,250
2011,D,191
2012,D,447
2013,D,874
2014,D,1359
2015,D,956
2016,D,826
2017,D,701
2018,D,374
2019,D,241
2020,D,608
2021,D,1289
2022,D,2
1982,D,1
1998,D,1
2009,D,11
2011,D,3
2012,D,6
2013,D,4
2014,D,46
2015,D,4
2017,D,1
2018,D,1
2019,D,6
2020,D,3
2021,D,4
2022,D,3
1980,D,1
2014,D,14
2018,D,4
2020,D,1
2014,D,7
2015,D,2
2016,D,6
2018,D,1
2019,D,8
2020,D,4
2021,D,4
2008,A,3
2010,A,1
2013,A,3
2014,A,1
2015,A,9
2016,A,11
2017,A,10
2019,A,14
2020,A,2
2021,A,21
2006,A,1
2014,A,1
2016,A,52
2017,A,236
2018,A,133
2019,A,86
2020,A,681
2021,A,537
1998,A,11
1999,A,9
2000,A,52
2001,A,27
2003,A,25
2004,A,10
2005,A,7
2008,A,11
2009,A,44
2017,A,16
2019,A,8
2020,A,8
2021,A,14
1998,A,20
1999,A,10
2000,A,46
2001,A,23
2002,A,33
2003,A,38
2005,A,81
2006,A,8
2007,A,21
2009,A,28
2011,A,1
2012,A,1
2013,A,12
2014,A,28
2015,A,11
2016,A,50
2017,A,300
2018,A,500
2019,A,444
2020,A,915
2021,A,1275
2013,A,3
2012,A,1
2013,A,4
2014,A,5
2016,A,1
2020,A,1
2021,A,2
2020,A,1
1932,A,1
2009,A,7
2011,A,1
2013,A,29
2014,A,65
2015,A,7
2016,A,10
2017,A,24
2018,A,5
2019,A,14
2020,A,1
2021,A,6
2007,B,8
2010,B,11
2017,B,90
2018,B,66
2019,B,26
2020,B,2
2021,B,12
2018,B,1
2019,B,12
2020,B,14
2021,B,5
1998,B,7
1999,B,3
2000,B,40
2001,B,13
2003,B,4
2005,B,13
2006,B,7
2007,B,115
2008,B,98
2009,B,330
2010,B,43
2011,B,35
2013,B,14
2014,B,32
2015,B,6
2017,B,2
2018,B,1
2019,B,8
2020,B,54
2021,B,30
2019,B,4
2020,B,8
2021,B,1
2012,C,12
2014,C,4
2015,C,8
2016,C,17
2018,C,21
2019,C,87
2020,C,36
2021,C,65
2005,B,3
2016,B,5
2017,B,15
2020,B,33
2021,B,22
2015,B,7
2017,B,1
2020,B,56
2021,B,90
2022,B,1
1979,B,1
2009,B,1
2014,B,9
2017,B,1
2018,B,8
2019,B,44
2020,B,6
2019,B,1
2020,B,3
2021,B,1
2018,B,3
2020,B,3
2019,B,10
2021,B,4
1999,B,3
2017,B,88
2018,B,77
2019,B,4
2020,B,719
2021,B,330
2000,B,37
2001,B,132
2002,B,601
2003,B,579
2004,B,713
2005,B,819
2006,B,827
2007,B,659
2008,B,722
2009,B,680
2010,B,537
2011,B,517
2012,B,574
2013,B,544
2014,B,403
2015,B,225
2016,B,388
2017,B,238
2018,B,241
2019,B,214
2020,B,889
2021,B,913
1995,B,4
2004,B,10
2013,B,11
2014,B,5
2017,B,4
2018,B,32
2019,B,6
2020,B,134
2021,B,19
2006,B,16
2007,B,28
2008,B,246
2009,B,184
2010,B,92
2011,B,2
2012,B,19
2013,B,44
2014,B,6
2015,B,32
2016,B,38
2017,B,14
2018,B,11
2019,B,7
2020,B,45
2021,B,75
2012,B,14
2019,B,2
2020,B,7
2021,B,3
2012,B,10
2017,B,2
2019,B,231
2020,B,371
2021,B,377
1933,B,1
1937,B,1
1972,B,16
1989,B,1
1990,B,2
1991,B,4
2001,B,1
2003,B,2
2005,B,2
2007,B,35
2008,B,8
2009,B,8
2010,B,1
2011,B,4
2012,B,15
2013,B,14
2014,B,33
2015,B,7
2016,B,124
2017,B,49
2018,B,76
2019,B,461
2020,B,1122
2021,B,449
2022,B,15
1932,B,1
1971,B,1
1976,B,55
1977,B,6
1980,B,8
1982,B,3
1983,B,3
1990,B,4
1994,B,4
1995,B,1
1997,B,40
2002,B,23
2003,B,29
2005,B,4
2006,B,1
2007,B,20
2008,B,59
2009,B,101
2010,B,728
2011,B,2361
2012,B,2386
2013,B,2501
2014,B,1039
2015,B,452
2016,B,793
2017,B,1722
2018,B,1639
2019,B,2245
2020,B,3794
2021,B,2148
2022,B,7
2014,C,2
2021,C,6
2018,C,7
1996,C,1
2006,C,1
2021,C,3
2022,C,2
1996,C,6
2010,C,1
2011,C,2
2012,C,40
2013,C,9
2014,C,28
2017,C,4
2018,C,32
2019,C,14
2021,C,3
2008,C,1
2009,C,2
2012,C,4
2013,C,10
2017,C,18
2018,C,4
2019,C,1
2020,C,42
2021,C,17
1993,C,1
2020,C,1
2021,C,1
2004,C,57
2005,C,13
2006,C,48
2007,C,67
2008,C,75
2009,C,54
2010,C,78
2011,C,83
2012,C,105
2013,C,61
2014,C,42
2015,C,84
2016,C,63
2017,C,81
2018,C,50
2019,C,30
2020,C,141
2021,C,223
2018,C,1
2020,C,13
1999,C,10
2000,C,23
2001,C,26
2006,C,9
2008,C,50
2016,C,5
2017,C,2
2018,C,7
2019,C,9
2021,C,35
2013,C,1
2014,C,1
2018,C,8
2019,C,3
2020,C,2
2022,C,1
1994,C,5
2007,C,1
2012,C,2
2015,C,8
2016,C,8
2017,C,1
2019,C,1
2020,C,20
2021,C,1
2021,C,2
2008,C,6
2010,C,14
2019,C,10
2020,C,1
2021,C,8
1999,C,1
2000,C,8
2001,C,43
2002,C,7
2007,C,18
2008,C,37
2009,C,36
2010,C,1
2011,C,5
2016,C,5
2022,C,1
2014,C,17
2016,C,39
2019,C,3
2020,C,37
2021,C,54
1978,C,1
2017,C,5
2019,C,3
2020,C,3
2022,C,1
2013,C,2
2014,C,5
2015,C,53
2016,C,12
2017,C,2
2018,C,1
2020,C,11
2021,C,1
2019,C,1
2021,C,5
2013,C,15
2018,C,5
2020,C,1
2021,C,1
2003,C,5
2014,C,1
2017,C,4
2021,C,1
2000,C,11
2002,C,10
2007,C,1
2009,C,9
2014,C,24
2016,C,17
2019,C,1
2022,C,1
2008,C,11
2009,C,69
2010,C,73
2013,C,4
2014,C,59
2015,C,143
2016,C,174
2017,C,321
2018,C,550
2019,C,513
2020,C,2884
2021,C,1312
2017,C,2
2018,C,1
2020,C,7
2021,C,2
2013,D,2
2014,D,2
2015,D,6
2016,D,12
2017,D,3
2018,D,2
2019,D,1
2020,D,121
2021,D,8
2019,D,3
2021,D,91
2005,D,1
2010,D,1
2017,D,9
2018,D,5
2019,D,8
2020,D,1
2021,D,3
2018,D,1
2013,D,1
2016,D,1
2018,D,2
2019,D,1
2021,D,4
2022,D,1
2008,D,8
2009,D,5
2013,D,2
1972,D,1
1981,D,4
1982,D,6
1983,D,3
1984,D,3
1985,D,10
1987,D,1
1988,D,2
1990,D,1
1991,D,2
1992,D,1
1995,D,1
1996,D,2
1997,D,1
2003,D,1
2004,D,2
2005,D,1
2007,D,1
2008,D,1
2009,D,6
2010,D,1
2011,D,1
2012,D,5
2013,D,3
2014,D,26
2016,D,4
2017,D,7
2018,D,13
2019,D,21
2020,D,44
2021,D,52
2022,D,25
2019,D,1
2020,D,60
2010,A,73
2012,A,2
2015,A,4
2017,A,3
2018,A,15
2019,A,19
2020,A,4
2021,A,18
2022,A,1
2011,B,5
2012,B,55
2015,B,16
2017,B,12
2018,B,24
2019,B,212
2020,B,82
2021,B,159
2015,B,1
2017,B,4
2019,B,2
2020,B,3
2021,B,3
2022,B,1
2013,B,1
2015,B,2
2016,B,7
2017,B,9
2018,B,38
2019,B,206
2020,B,187
2021,B,140
2022,B,1
2016,B,8
2018,B,2
2007,B,1
2009,B,1
2017,B,5
2018,B,20
2019,B,13
2020,B,13
2021,B,2
2007,B,8
2010,B,3
2015,B,1
2016,B,3
2017,B,2
2018,B,5
2019,B,9
2020,B,6
2021,B,28
2005,B,1
2011,B,9
2020,B,3
2009,B,22
2010,B,31
2011,B,12
2018,B,1
2020,B,22
2021,B,84
2008,C,1
2011,C,13
2012,C,3
2014,C,1
2015,C,4
2018,C,6
2019,C,51
2020,C,43
2021,C,29
2021,C,6
2018,C,1
2019,C,1
2007,C,3
2008,C,205
2009,C,18
2010,C,2
2014,C,1
2016,C,1
2017,C,2
2018,C,3
2019,C,2
2021,C,1
2011,C,14
2014,C,9
2015,C,11
2018,C,1
2019,C,1383
2020,C,1
2021,C,1
2009,C,5
2012,C,17
2015,C,2
2021,C,11
2016,C,5
2020,C,2
1950,C,3
1976,C,1
1978,C,1
1992,C,6
1994,C,2
1995,C,1
1996,C,1
1997,C,1
2004,C,7
2006,C,16
2007,C,56
2008,C,57
2009,C,285
2010,C,23
2011,C,12
2013,C,71
2014,C,159
2015,C,1375
2016,C,460
2017,C,318
2018,C,228
2019,C,270
2020,C,297
2021,C,554
2011,C,10
2013,C,8
2016,C,11
2017,C,1
2019,C,15
2015,C,23
2016,C,35
2018,C,6
2019,C,103
2020,C,122
2016,C,6
2018,C,3
2019,C,3
2020,C,1
2021,C,8
2022,C,1
2010,C,3
2011,C,8
2012,C,1
1932,C,2
1979,C,1
1989,C,1
2010,C,2
2013,C,1
2014,C,2
2015,C,1
2016,C,5
2017,C,6
2018,C,5
2019,C,4
2020,C,6
2021,C,13
1935,C,1
1947,C,3
1949,C,1
1950,C,1
1961,C,2
1966,C,1
1969,C,1
1999,C,15
2001,C,2
2003,C,1
2004,C,22
2005,C,7
2006,C,76
2007,C,727
2008,C,40
2009,C,31
2011,C,1
2013,C,10
2014,C,8
2015,C,25
2017,C,7
2018,C,4
2019,C,11
2020,C,1
2021,C,7
2015,C,10
2016,C,5
2018,C,6
2020,C,1
2021,C,440
2022,C,25
2016,D,1
2020,D,4
2012,D,9
2014,D,115
2015,D,19
2016,D,22
2017,D,7
2019,D,75
2020,D,14
2021,D,10
2014,D,3
2015,D,2
2016,D,13
2020,D,4
2021,D,28
2018,D,3
2019,D,1
2021,D,4
2005,D,3
2007,D,2
2008,D,49
2009,D,40
2012,D,44
2016,D,20
2017,D,8
2018,D,5
2019,D,22
2020,D,5
2021,D,6
2015,D,7
2016,D,4
2017,D,39
2018,D,4
2019,D,27
2020,D,54
2021,D,155
2022,D,1
2013,D,4
2014,D,6
2021,D,3
2015,D,14
2016,D,8
2017,D,4
2018,D,5
2019,D,16
2020,D,13
1992,D,1
2003,D,11
2011,D,4
2013,D,47
2014,D,2
2019,D,25
2013,A,27
2018,A,7
2020,A,8
2021,A,3
2011,A,11
2014,A,1
2019,A,3
2020,A,3
2019,A,2
2002,A,11
2013,A,454
2014,A,81
2015,A,257
2016,A,227
2017,A,119
2018,A,285
2019,A,138
2012,B,1
2013,B,1
2015,B,7
2017,B,1
2020,B,5
2016,B,1
2018,B,1
2021,B,3
2012,B,121
1992,B,1
1998,B,9
1999,B,8
2000,B,43
2001,B,8
2002,B,4
2004,B,38
2005,B,23
2006,B,68
2007,B,133
2008,B,75
2009,B,65
2010,B,39
2014,B,3
2016,B,52
2018,B,12
2019,B,8
2020,B,68
2021,B,1251
2022,B,2
2000,C,7
2016,C,10
2018,C,2
2019,C,1
2020,C,3
2021,C,5
2003,C,4
2004,C,33
2005,C,86
2006,C,81
2007,C,115
2009,C,57
2010,C,2
2012,C,4
2014,C,14
2015,C,2
2016,C,8
2017,C,20
2018,C,241
2019,C,158
2020,C,11
2021,C,32
2022,C,3
2014,C,2
2012,C,1
2019,C,1
2017,C,4
2019,C,3
2021,C,1
2016,C,16
2018,C,8
2019,C,17
2020,C,75
2021,C,77
2011,C,1
2015,C,2
2020,C,1
2021,C,3
2012,C,1
2013,C,27
2017,C,1
2018,C,1
2019,C,1
1979,C,1
2013,C,8
2014,C,24
2020,C,1
2022,C,1
2018,C,1
2019,C,1
2002,C,1
2003,C,1
2007,C,26
2008,C,27
2016,C,1
2017,C,1
2018,C,1
2020,C,37
2021,C,2032
2012,D,2
2015,D,4
2016,D,4
2017,D,4
2019,D,2
2020,D,1
2021,D,4
2006,D,1
2019,D,7
2014,D,2
2015,D,229
2016,D,96
2017,D,186
2018,D,211
2019,D,872
2020,D,2122
2021,D,1855
2009,D,2
2016,D,1
2014,D,5
2021,D,4
1998,D,8
2006,D,12
2007,D,5
2008,D,16
2009,D,10
2016,D,1
2017,D,4
2019,D,10
2002,A,22
2003,A,19
2004,A,35
2006,A,10
2007,A,12
2009,A,18
2010,A,17
2014,A,1
2016,A,2
2017,A,54
2018,A,54
2019,A,10
2020,A,13
2021,A,5
2022,A,6
2000,A,34
2003,A,7
2007,A,1
2008,A,5
2009,A,10
2013,A,9
2018,A,10
2019,A,1
2020,A,28
2021,A,53
2022,A,1
2006,A,6
2007,A,64
2008,A,10
2009,A,94
2010,A,52
2011,A,47
2012,A,40
2013,A,5
2014,A,76
2015,A,108
2016,A,40
2017,A,98
2018,A,857
2019,A,867
2020,A,3439
2021,A,1128
1961,A,1
1962,A,1
1963,A,1
1964,A,13
1965,A,16
1966,A,12
1967,A,4
1968,A,9
1969,A,9
1970,A,11
2005,A,26
2008,A,4
2009,A,27
2012,A,4
2013,A,102
2014,A,166
2015,A,19
2016,A,71
2017,A,146
2018,A,101
2019,A,152
2020,A,1295
2021,A,7411
2022,A,3
2007,A,1
2010,A,1
2012,A,13
2014,A,11
2015,A,35
2016,A,83
2017,A,27
2018,A,57
2019,A,129
2020,A,115
2021,A,64
2012,A,23
2013,A,247
2014,A,90
2015,A,126
2016,A,578
2017,A,823
2018,A,1968
2019,A,1056
2020,A,1409
2021,A,1322
2022,A,3
1967,A,5
2007,A,2
2011,A,7
2013,A,3
2014,A,2
2015,A,5
2016,A,65
2017,A,17
2018,A,3
2019,A,45
2020,A,58
2021,A,197
1987,A,13
2020,A,10
2021,A,5
1985,A,1
1986,A,5
1987,A,4
1994,A,64
2004,A,1
2005,A,1
2007,A,1
2009,A,4
2010,A,2
2011,A,17
2012,A,2
2013,A,6
2016,A,18
2018,A,32
2019,A,12
2020,A,7
2021,A,44
1999,A,47
2002,A,4
2003,A,47
2004,A,10
2005,A,41
2008,A,14
2009,A,17
2014,A,6
2018,A,2
2019,A,2
2020,A,158
2021,A,71
2022,A,9
2018,A,1
2010,B,9
2012,B,16
2017,B,41
2018,B,4
2019,B,11
2020,B,11
2021,B,1
2022,B,1
2010,B,105
2011,B,41
2012,B,12
2013,B,41
2014,B,15
2015,B,52
2016,B,41
2018,B,2
2019,B,22
2020,B,3
2021,B,9
2016,B,4
2019,B,6
2020,B,10
2021,B,8
2022,B,1
2000,B,79
2001,B,44
2002,B,29
2003,B,1
2004,B,29
2006,B,11
2008,B,20
2009,B,42
2011,B,30
2012,B,8
2014,B,2
2017,B,1
2018,B,58
2019,B,24
2020,B,17
2021,B,10
2022,B,2
2009,B,13
2020,B,2
2021,B,17
2008,B,1
2013,B,6
2016,B,1
2018,B,7
2019,B,2
2020,B,9
2021,B,27
2022,B,12
2018,B,1
2019,B,1
2018,B,2
2019,B,2
2020,B,22
2021,B,7
2004,B,16
2018,B,9
2019,B,8
2020,B,3
2021,B,3
1996,B,1
2004,B,3
2005,B,17
2007,B,17
2009,B,10
2013,B,33
2016,B,1
2017,B,1
2019,B,1
2020,B,49
2021,B,29
2003,B,17
2004,B,2
2012,B,7
2014,B,2
2016,B,7
2017,B,39
2018,B,203
2019,B,53
2020,B,103
2021,B,129
2012,B,2
2014,B,20
2015,B,1
2017,B,4
2019,B,2
2020,B,1
2021,B,17
1958,B,11
1961,B,14
1962,B,10
1963,B,1
1964,B,13
2000,B,11
2009,B,1
2010,B,2
2012,B,18
2014,B,2
2015,B,3
2016,B,1
2017,B,4
2018,B,7
2019,B,15
2020,B,34
2021,B,48
2022,B,1
2018,B,8
2020,B,1
2021,B,23
2022,B,1
2012,B,6
2013,B,1
2016,B,2
2017,B,2
2018,B,23
2019,B,2
2020,B,3
2021,B,63
2013,B,1
2014,B,7
2016,B,1
2017,B,8
2018,B,12
2019,B,4
2020,B,19
2021,B,3
2008,B,7
2009,B,6
2016,B,1
2018,B,26
2019,B,16
2020,B,3
2021,B,73
2004,B,2
2014,B,4
2016,B,2
2017,B,8
2018,B,3
2019,B,2
2020,B,37
2021,B,44
2022,B,2
2005,C,46
2006,C,63
2007,C,40
2008,C,71
2009,C,25
2010,C,20
2012,C,1
2013,C,30
2014,C,8
2016,C,32
2017,C,6
2018,C,17
2019,C,2
2020,C,18
2021,C,46
2022,C,1
2012,C,3
2014,C,42
2015,C,19
2016,C,67
2017,C,46
2018,C,24
2019,C,43
2020,C,144
2021,C,14
2022,C,22
2017,C,1
2019,C,1
2020,C,53
2003,C,11
2008,C,2
2012,C,58
2013,C,51
2014,C,104
2015,C,81
2016,C,54
2017,C,40
2018,C,171
2019,C,56
2020,C,533
2021,C,332
2022,C,5
2003,C,4
2012,C,3
2015,C,5
2016,C,22
2017,C,1
2018,C,23
2019,C,13
2020,C,9
2021,C,11
2022,C,1
2011,C,1
2016,C,74
2017,C,91
2018,C,55
2019,C,56
2020,C,27
2021,C,26
1996,C,1
1997,C,1
1999,C,16
2000,C,12
2001,C,9
2003,C,71
2005,C,1
2008,C,8
2011,C,5
2012,C,1
2013,C,36
2014,C,157
2015,C,21
2016,C,4
2017,C,11
2018,C,89
2019,C,389
2020,C,885
2021,C,767
2022,C,8
2016,C,9
2019,C,32
2020,C,3
2021,C,2
2019,C,1
2019,C,1
2020,C,2
2008,C,1
2015,C,10
2016,C,3
2018,C,2
2019,C,3
2020,C,6
2021,C,8
2011,C,1
2012,C,10
2013,C,3
2014,C,4
2015,C,2
2017,C,2
2019,C,9
2020,C,8
2021,C,1
2022,C,1
1999,C,10
2000,C,37
2001,C,56
2003,C,354
2004,C,440
2005,C,955
2006,C,680
2007,C,310
2008,C,448
2009,C,433
2010,C,282
2011,C,608
2012,C,341
2013,C,151
2014,C,386
2015,C,265
2016,C,301
2017,C,1131
2018,C,835
2019,C,462
2020,C,947
2021,C,702
2022,C,80
2012,C,1
2013,C,1
2015,C,1
2018,C,13
2019,C,363
2020,C,247
2021,C,169
2022,C,4
2019,C,14
2020,C,1
2021,C,17
1980,C,1
2011,C,1
2012,C,1
2015,C,1
2016,C,8
2017,C,119
2018,C,189
2019,C,190
2020,C,118
2021,C,199
2016,C,1
2017,C,15
2018,C,39
2020,C,184
2021,C,100
2022,C,1
1934,C,1
1938,C,1
1943,C,1
1954,C,32
1955,C,20
1956,C,13
1963,C,11
1978,C,1
1992,C,1
1998,C,9
1999,C,54
2000,C,81
2001,C,43
2002,C,19
2003,C,51
2004,C,69
2005,C,10
2006,C,31
2007,C,85
2008,C,104
2009,C,24
2011,C,9
2012,C,10
2013,C,31
2014,C,31
2015,C,3
2016,C,24
2017,C,185
2018,C,163
2019,C,255
2020,C,2845
2021,C,1208
2022,C,2
2016,C,1
2017,C,27
2018,C,89
2019,C,115
2020,C,21
2021,C,70
2022,C,1
2004,C,6
2005,C,22
2016,C,13
2019,C,3
2020,C,2
2021,C,16
1999,C,40
2000,C,41
2001,C,21
2002,C,15
2003,C,66
2004,C,59
2005,C,54
2006,C,1
2007,C,1
2008,C,1
2012,C,10
2013,C,6
2014,C,3
2015,C,2
2016,C,1
2017,C,64
2018,C,175
2019,C,302
2020,C,438
2021,C,291
2022,C,1
2003,C,6
2004,C,15
2008,C,1
2010,C,1
2011,C,9
2012,C,18
2013,C,12
2014,C,5
2015,C,11
2016,C,9
2017,C,23
2018,C,17
2019,C,105
2020,C,272
2021,C,175
2003,C,73
2004,C,72
2017,C,17
2018,C,16
2019,C,4
2020,C,18
2021,C,1
2019,C,1
2020,C,2
2021,C,6
2005,D,9
2012,D,2
2013,D,19
2014,D,58
2015,D,10
2017,D,23
2020,D,44
2021,D,153
2015,D,8
2020,D,1
2015,D,10
2017,D,22
2018,D,6
2020,D,6
2004,D,7
2006,D,1
2009,D,19
2012,D,4
2018,D,3
2019,D,8
2020,D,2
2021,D,2
2022,D,1
2013,D,11
2021,D,6
2020,D,1
2021,D,2
1996,D,4
2006,D,19
2008,D,1
2009,D,9
2012,D,17
2013,D,1
2014,D,19
2017,D,7
2018,D,54
2019,D,11
2020,D,32
2021,D,962
2022,D,2
2015,D,9
2019,D,1
2021,D,1
2022,D,1
2008,D,34
2009,D,19
2018,D,6
2019,D,1
2021,D,3
2003,D,23
2008,D,1
2012,D,2
